Age,Gender,Dance,Classical music,Pop,Rock,Metal or Hardrock,"Hiphop, Rap","Swing, Jazz","Techno, Trance",Alternative,Country
22.0,0,4.0,5.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0
18.0,1,3.0,2.0,5.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0
23.0,0,4.0,4.0,3.0,2.0,1.0,4.0,3.0,5.0,4.0,1.0
22.0,0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0
21.0,1,3.0,5.0,5.0,3.0,1.0,5.0,4.0,1.0,3.0,3.0
23.0,1,5.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0
17.0,1,5.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0
20.0,0,4.0,1.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0
22.0,0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0
21.0,0,3.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0
22.0,1,3.0,3.0,3.0,5.0,5.0,1.0,4.0,1.0,2.0,2.0
24.0,0,4.0,3.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0
19.0,1,3.0,2.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,2.0
18.0,1,2.0,4.0,2.0,5.0,3.0,2.0,4.0,1.0,3.0,2.0
24.0,1,4.0,1.0,5.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0
22.0,0,5.0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,3.0,2.0
20.0,0,2.0,3.0,4.0,5.0,4.0,2.0,3.0,1.0,5.0,1.0
20.0,1,2.0,3.0,4.0,5.0,3.0,3.0,4.0,1.0,3.0,1.0
19.0,1,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
21.0,1,3.0,1.0,4.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0
28.0,1,3.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,4.0
20.0,1,1.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,5.0,1.0
20.0,1,2.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,5.0,2.0
23.0,0,2.0,5.0,1.0,2.0,1.0,5.0,4.0,1.0,2.0,1.0
27.0,0,1.0,4.0,2.0,5.0,5.0,2.0,4.0,1.0,5.0,3.0
21.0,0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0
23.0,1,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0
22.0,1,3.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0
28.0,1,2.0,5.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0
22.0,1,2.0,3.0,5.0,4.0,2.0,3.0,4.0,1.0,3.0,1.0
18.0,0,3.0,3.0,3.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0
25.0,1,3.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0
20.0,1,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0
28.0,1,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0
23.0,1,2.0,3.0,2.0,5.0,5.0,1.0,3.0,1.0,4.0,3.0
21.0,1,2.0,2.0,1.0,5.0,2.0,3.0,4.0,3.0,5.0,1.0
25.0,1,4.0,2.0,5.0,5.0,2.0,5.0,2.0,5.0,2.0,4.0
28.0,1,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0
19.0,0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0
30.0,1,2.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0,1.0,5.0
28.0,1,5.0,2.0,5.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0
19.0,1,3.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,3.0
21.0,0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0
19.0,0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,1.0,3.0,2.0
18.0,1,4.0,3.0,4.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0
18.0,0,3.0,2.0,4.0,4.0,1.0,4.0,2.0,3.0,2.0,2.0
18.0,0,4.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0
17.0,1,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0
21.0,0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0
18.0,1,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0
21.0,0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,1.0,4.0
23.0,1,4.0,3.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,2.0
18.0,1,3.0,1.0,5.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0
20.0,1,3.0,3.0,4.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0
19.0,1,5.0,3.0,5.0,3.0,1.0,5.0,3.0,2.0,2.0,1.0
20.0,1,4.0,2.0,5.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0
26.0,1,3.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0
21.0,1,5.0,4.0,2.0,2.0,1.0,2.0,3.0,5.0,2.0,3.0
19.0,0,1.0,5.0,4.0,5.0,5.0,1.0,2.0,1.0,3.0,3.0
23.0,0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0
21.0,1,4.0,2.0,5.0,5.0,1.0,4.0,2.0,2.0,3.0,1.0
22.0,1,5.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0
18.0,0,4.0,3.0,5.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0
21.0,1,2.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,4.0,1.0
23.0,0,2.0,2.0,5.0,3.0,1.0,5.0,1.0,4.0,4.0,1.0
17.0,1,3.0,2.0,3.0,5.0,5.0,4.0,4.0,2.0,5.0,2.0
20.0,1,4.0,2.0,5.0,4.0,1.0,4.0,3.0,1.0,2.0,3.0
22.0,1,3.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0
20.0,1,2.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0
19.0,1,3.0,3.0,3.0,4.0,1.0,4.0,5.0,2.0,5.0,4.0
25.0,1,5.0,1.0,3.0,5.0,1.0,4.0,1.0,3.0,3.0,3.0
29.0,0,2.0,3.0,2.0,5.0,5.0,1.0,3.0,1.0,2.0,3.0
29.0,0,2.0,5.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,5.0
17.0,1,1.0,4.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,1.0
19.0,0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0
18.0,1,4.0,5.0,3.0,2.0,4.0,4.0,5.0,2.0,5.0,1.0
20.0,1,3.0,5.0,4.0,4.0,1.0,1.0,3.0,1.0,4.0,1.0
21.0,1,3.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,5.0,2.0
18.0,1,4.0,3.0,5.0,4.0,1.0,2.0,4.0,1.0,2.0,3.0
19.0,1,5.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0
19.0,0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,3.0,4.0,2.0
20.0,0,2.0,1.0,5.0,2.0,1.0,5.0,3.0,4.0,1.0,2.0
19.0,0,2.0,1.0,5.0,5.0,3.0,2.0,3.0,5.0,1.0,3.0
18.0,1,5.0,2.0,5.0,2.0,1.0,5.0,2.0,3.0,3.0,3.0
18.0,0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,2.0
16.0,1,1.0,3.0,1.0,5.0,5.0,3.0,4.0,1.0,4.0,1.0
18.0,1,3.0,3.0,4.0,4.0,1.0,4.0,4.0,2.0,5.0,2.0
19.0,1,2.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,1.0
24.0,1,3.0,5.0,3.0,4.0,2.0,1.0,4.0,1.0,3.0,5.0
19.0,1,3.0,5.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0
20.0,1,5.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,4.0
21.0,1,3.0,3.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,1.0
23.0,0,3.0,4.0,4.0,5.0,5.0,1.0,2.0,3.0,2.0,4.0
17.0,0,5.0,2.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,2.0
18.0,1,3.0,5.0,3.0,3.0,1.0,1.0,5.0,1.0,4.0,1.0
26.0,0,1.0,5.0,2.0,4.0,2.0,3.0,2.0,5.0,4.0,4.0
22.0,0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0
25.0,0,3.0,2.0,3.0,4.0,2.0,1.0,2.0,5.0,2.0,3.0
21.0,1,3.0,3.0,4.0,5.0,2.0,1.0,3.0,2.0,4.0,2.0
18.0,1,4.0,5.0,4.0,2.0,4.0,5.0,5.0,3.0,5.0,1.0
15.0,1,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0
17.0,0,2.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,5.0,4.0
22.0,1,5.0,5.0,3.0,3.0,1.0,5.0,5.0,1.0,5.0,2.0
21.0,1,2.0,5.0,5.0,5.0,3.0,1.0,3.0,2.0,3.0,1.0
21.0,1,5.0,3.0,5.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0
19.0,1,3.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0,5.0,2.0
26.0,0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0
26.0,1,2.0,3.0,3.0,5.0,5.0,1.0,4.0,1.0,2.0,3.0
19.0,1,5.0,5.0,2.0,3.0,1.0,5.0,5.0,5.0,2.0,3.0
20.0,0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0
18.0,0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0
25.0,1,5.0,2.0,5.0,5.0,4.0,2.0,2.0,3.0,4.0,2.0
23.0,0,3.0,1.0,4.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0
24.0,0,4.0,1.0,3.0,3.0,1.0,4.0,1.0,3.0,5.0,1.0
20.0,0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,3.0,4.0,1.0
19.0,1,3.0,3.0,5.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0
18.0,0,2.0,4.0,4.0,5.0,5.0,2.0,3.0,2.0,4.0,2.0
25.0,1,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0
22.0,0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,4.0,4.0
26.0,0,3.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0
19.0,1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
16.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18.0,0,2.0,4.0,3.0,5.0,5.0,2.0,2.0,1.0,2.0,4.0
20.0,1,3.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0
17.0,1,4.0,2.0,3.0,5.0,5.0,4.0,5.0,2.0,4.0,2.0
20.0,1,2.0,4.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0
19.0,1,2.0,4.0,3.0,4.0,1.0,4.0,2.0,5.0,4.0,1.0
19.0,0,3.0,3.0,5.0,3.0,1.0,5.0,3.0,3.0,3.0,2.0
18.0,1,2.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0
17.0,1,3.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0
18.0,0,3.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,2.0
20.0,1,4.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0
17.0,1,2.0,4.0,3.0,5.0,5.0,2.0,5.0,2.0,5.0,4.0
21.0,0,2.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,2.0,2.0
19.0,0,4.0,4.0,4.0,3.0,1.0,3.0,5.0,4.0,2.0,1.0
19.0,0,3.0,3.0,5.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0
19.0,0,3.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,4.0,2.0
16.0,0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,3.0,3.0,1.0
18.0,1,2.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0
19.0,0,4.0,5.0,5.0,4.0,1.0,4.0,1.0,4.0,3.0,3.0
20.0,1,3.0,4.0,2.0,5.0,5.0,2.0,1.0,4.0,5.0,2.0
19.0,1,3.0,3.0,3.0,2.0,1.0,4.0,5.0,3.0,4.0,1.0
21.0,0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0
24.0,0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0
23.0,0,3.0,1.0,5.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0
30.0,1,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0
27.0,0,3.0,4.0,5.0,1.0,4.0,4.0,2.0,2.0,3.0,2.0
19.0,0,5.0,3.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,2.0
18.0,1,3.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,1.0
18.0,0,1.0,4.0,2.0,4.0,5.0,1.0,2.0,2.0,4.0,3.0
17.0,0,4.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0
30.0,1,5.0,1.0,4.0,5.0,3.0,1.0,1.0,4.0,3.0,1.0
19.0,1,5.0,2.0,5.0,4.0,4.0,5.0,1.0,4.0,3.0,2.0
27.0,1,2.0,2.0,3.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0
21.0,1,4.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,2.0,1.0
17.0,1,4.0,3.0,5.0,5.0,5.0,3.0,2.0,3.0,4.0,1.0
20.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20.0,0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0
20.0,0,3.0,3.0,5.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0
18.0,0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0
20.0,0,2.0,5.0,1.0,5.0,5.0,1.0,4.0,1.0,4.0,4.0
20.0,0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,1.0,4.0,3.0
17.0,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
19.0,0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0
20.0,1,4.0,5.0,4.0,3.0,2.0,5.0,3.0,5.0,1.0,1.0
20.0,0,2.0,3.0,2.0,5.0,5.0,5.0,4.0,2.0,2.0,4.0
21.0,0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,1.0
23.0,0,1.0,1.0,5.0,5.0,2.0,5.0,4.0,1.0,1.0,1.0
24.0,0,3.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,1.0
17.0,1,3.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0
18.0,1,2.0,4.0,3.0,5.0,2.0,4.0,4.0,1.0,5.0,2.0
17.0,0,2.0,5.0,4.0,5.0,5.0,1.0,4.0,1.0,5.0,2.0
19.0,1,3.0,2.0,5.0,4.0,1.0,5.0,3.0,1.0,3.0,1.0
21.0,0,3.0,3.0,3.0,2.0,1.0,5.0,2.0,3.0,3.0,2.0
29.0,1,1.0,5.0,3.0,5.0,3.0,1.0,2.0,1.0,3.0,2.0
21.0,1,1.0,4.0,2.0,5.0,4.0,1.0,2.0,1.0,4.0,1.0
20.0,1,3.0,4.0,4.0,5.0,3.0,3.0,5.0,1.0,3.0,1.0
20.0,1,3.0,4.0,4.0,5.0,3.0,2.0,3.0,1.0,5.0,3.0
19.0,0,4.0,1.0,4.0,5.0,3.0,5.0,1.0,4.0,3.0,2.0
20.0,1,1.0,5.0,3.0,5.0,5.0,3.0,4.0,1.0,4.0,2.0
21.0,1,4.0,3.0,4.0,3.0,1.0,5.0,4.0,2.0,3.0,1.0
17.0,1,4.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0
20.0,1,3.0,5.0,2.0,5.0,3.0,1.0,4.0,1.0,3.0,5.0
19.0,0,2.0,4.0,3.0,4.0,1.0,1.0,5.0,2.0,5.0,1.0
21.0,0,4.0,4.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0
19.0,0,3.0,2.0,5.0,4.0,1.0,1.0,3.0,1.0,3.0,2.0
19.0,0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,1.0,3.0,1.0
20.0,0,4.0,5.0,2.0,5.0,5.0,2.0,5.0,1.0,4.0,2.0
21.0,1,4.0,1.0,5.0,4.0,1.0,4.0,3.0,2.0,4.0,1.0
23.0,1,4.0,2.0,4.0,3.0,1.0,3.0,3.0,1.0,4.0,1.0
24.0,1,2.0,1.0,5.0,5.0,1.0,4.0,3.0,1.0,2.0,3.0
19.0,0,4.0,2.0,4.0,4.0,3.0,5.0,2.0,5.0,3.0,3.0
24.0,1,4.0,3.0,4.0,5.0,1.0,1.0,2.0,2.0,5.0,1.0
20.0,1,4.0,3.0,4.0,4.0,2.0,5.0,2.0,3.0,1.0,3.0
30.0,0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,4.0
20.0,1,3.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0
23.0,1,5.0,3.0,4.0,2.0,1.0,4.0,4.0,5.0,2.0,2.0
19.0,1,3.0,5.0,5.0,5.0,2.0,1.0,4.0,1.0,5.0,2.0
19.0,0,2.0,3.0,3.0,5.0,3.0,1.0,2.0,2.0,5.0,1.0
22.0,1,1.0,5.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,4.0
17.0,1,4.0,3.0,4.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0
20.0,0,3.0,2.0,2.0,2.0,1.0,5.0,2.0,5.0,2.0,1.0
19.0,0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,3.0,2.0,2.0
30.0,1,4.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0
27.0,0,4.0,1.0,3.0,3.0,1.0,5.0,3.0,1.0,2.0,1.0
19.0,0,5.0,3.0,5.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0
17.0,1,3.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,2.0,1.0
20.0,0,4.0,3.0,4.0,3.0,1.0,2.0,3.0,5.0,4.0,3.0
20.0,0,3.0,5.0,2.0,3.0,3.0,1.0,5.0,1.0,3.0,2.0
20.0,0,4.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,2.0
20.0,0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0
18.0,1,3.0,3.0,3.0,5.0,1.0,1.0,3.0,2.0,4.0,1.0
21.0,0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0
21.0,0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,5.0,4.0,2.0
20.0,0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,3.0
17.0,1,4.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,4.0,2.0
23.0,0,2.0,4.0,2.0,5.0,4.0,3.0,2.0,1.0,4.0,3.0
25.0,1,4.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0
18.0,1,2.0,5.0,4.0,5.0,3.0,2.0,3.0,1.0,5.0,2.0
25.0,1,4.0,2.0,5.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0
21.0,0,3.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,1.0
20.0,0,2.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,5.0,1.0
21.0,0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0
18.0,1,5.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0
20.0,1,3.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,3.0,1.0
19.0,0,3.0,3.0,4.0,1.0,1.0,5.0,4.0,3.0,1.0,2.0
22.0,0,1.0,3.0,1.0,5.0,3.0,3.0,4.0,1.0,5.0,5.0
26.0,0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0
23.0,0,5.0,2.0,2.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0
18.0,1,5.0,1.0,3.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0
18.0,1,1.0,5.0,4.0,5.0,2.0,1.0,4.0,1.0,5.0,3.0
16.0,1,4.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0
19.0,1,3.0,2.0,4.0,3.0,1.0,2.0,4.0,3.0,3.0,1.0
19.0,1,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,1.0
23.0,1,3.0,2.0,4.0,4.0,4.0,5.0,2.0,3.0,1.0,2.0
21.0,0,3.0,3.0,3.0,4.0,5.0,1.0,1.0,2.0,4.0,1.0
20.0,1,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0
22.0,1,3.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0
20.0,0,5.0,3.0,4.0,3.0,1.0,4.0,2.0,4.0,1.0,2.0
21.0,0,4.0,1.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,2.0
19.0,0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,1.0,1.0,2.0
17.0,1,2.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0
19.0,1,3.0,2.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,1.0
16.0,0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0
22.0,0,2.0,3.0,2.0,5.0,3.0,1.0,4.0,1.0,4.0,4.0
23.0,0,2.0,1.0,4.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0
28.0,1,2.0,3.0,2.0,5.0,2.0,1.0,5.0,1.0,5.0,1.0
20.0,0,2.0,2.0,3.0,3.0,2.0,5.0,3.0,1.0,3.0,2.0
21.0,0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0
22.0,1,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0
19.0,0,2.0,2.0,1.0,5.0,5.0,2.0,5.0,1.0,4.0,3.0
24.0,1,2.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0
23.0,0,4.0,2.0,4.0,4.0,1.0,5.0,3.0,3.0,2.0,3.0
21.0,1,5.0,5.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,1.0
22.0,1,4.0,2.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0
18.0,0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0
28.0,1,4.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,2.0
18.0,1,2.0,3.0,4.0,5.0,1.0,4.0,5.0,1.0,5.0,1.0
23.0,1,2.0,4.0,3.0,5.0,5.0,1.0,3.0,1.0,5.0,1.0
22.0,1,4.0,1.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0
21.0,1,4.0,4.0,3.0,4.0,1.0,1.0,4.0,3.0,4.0,2.0
20.0,1,2.0,5.0,3.0,5.0,4.0,2.0,4.0,2.0,5.0,1.0
18.0,1,5.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0
21.0,0,2.0,3.0,3.0,5.0,4.0,1.0,3.0,1.0,4.0,1.0
20.0,0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,3.0,4.0,2.0
21.0,1,3.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,5.0,1.0
20.0,1,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0
17.0,0,4.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0
20.0,1,5.0,3.0,5.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0
23.0,1,2.0,5.0,4.0,4.0,2.0,3.0,4.0,3.0,5.0,1.0
19.0,1,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
20.0,1,4.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0
22.0,0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,5.0,2.0
19.0,1,5.0,1.0,5.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0
19.0,1,4.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0
27.0,1,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,5.0,1.0
18.0,1,3.0,2.0,3.0,2.0,2.0,5.0,1.0,3.0,1.0,1.0
18.0,0,4.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0
20.0,1,4.0,1.0,5.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0
17.0,1,2.0,5.0,3.0,4.0,2.0,1.0,5.0,1.0,4.0,3.0
16.0,1,3.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
21.0,1,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0
18.0,1,4.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,1.0
19.0,1,2.0,5.0,4.0,5.0,2.0,4.0,3.0,5.0,5.0,1.0
20.0,1,4.0,5.0,4.0,4.0,1.0,1.0,3.0,4.0,3.0,4.0
16.0,0,2.0,3.0,3.0,3.0,1.0,4.0,5.0,5.0,2.0,1.0
18.0,1,3.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0
24.0,0,5.0,4.0,4.0,2.0,1.0,1.0,5.0,5.0,3.0,2.0
19.0,1,3.0,4.0,5.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0
22.0,0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,1.0,3.0,3.0
22.0,0,2.0,4.0,3.0,5.0,5.0,2.0,4.0,2.0,4.0,2.0
16.0,1,3.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0
18.0,1,4.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0
18.0,1,3.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0
26.0,0,4.0,1.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,1.0
19.0,0,3.0,4.0,4.0,5.0,3.0,1.0,3.0,4.0,4.0,3.0
20.0,1,3.0,3.0,5.0,4.0,1.0,4.0,4.0,1.0,3.0,3.0
20.0,1,5.0,2.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,2.0
19.0,1,2.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0
20.0,0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0
20.0,0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0
22.0,1,5.0,3.0,4.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0
